0,1,2,3,4,5,6,7,8,9,10,11
287547.8158191439,-1108696.2752947106,-13364858.352983624,1615865.2567994925,16312421.897130927,-6847497.004224305,-836241.2970610054,-625349.8045004869,-312478.96914986277,-2028129.808509591,-2192557.034007594,16044792.135855101
31902.511330436202,-134000.50626989556,-1524440.954791671,187119.00829485562,1860861.7897057321,-772576.6290454452,-104891.38288113718,-68415.39960108048,-31527.703414356252,-234578.7359074651,-263323.5286863828,1872178.2291414207
292799.35046703997,-913359.5048735781,-14782758.11934518,1720097.7469501137,18046341.069886073,-7920356.596572098,-584139.0648957135,-795324.7826561645,-470686.7158658329,-2130131.579210818,-1940741.9444445395,16216266.459994767
-2276.8040839829864,-523.8993723114385,-23943.18629119259,4674.294332678185,29875.028395742414,-13721.742174109144,-2243.1313111089094,-813.1002863974137,787.9186369983242,-3999.3770240725607,-4411.847040301093,30772.32262612793
-5904.468258127438,1275.9828511385467,-29106.40055956355,7762.554986566901,36693.4358649693,-18546.80103620319,-3009.689282911003,-995.4864187950262,2584.905139293682,-5282.763243915806,-5651.663209348394,38291.154707393405
105796.25428833404,-279442.8566120463,-5577459.288816453,634654.6198783632,6809443.246400018,-3060430.048651819,-149108.00633453115,-321724.8053600916,-203988.40932831488,-779959.6613733817,-630957.7852959938,5798223.593657345
-2947.529000614844,1351.8790603928599,-5147.647731081104,2544.218180440321,6925.144634888422,-4409.216779665602,-849.4804189790947,-36.31599323237736,1299.767935538739,-1162.1065489968173,-1192.0382197712313,7515.614511199551
-3261.041672303035,-286.4293796291107,-28654.389780496367,5968.598241443098,35749.232842293306,-16764.39551378877,-2613.561723351479,-1050.6966851271225,1220.7737480929964,-4858.688555125889,-5340.368160312228,36781.28154713985
354320.17043952254,-1125068.1169620694,-17877687.870186128,2085758.8156232585,21824548.07942803,-9555831.69203657,-729871.1998820812,-954722.9255329566,-559969.221309377,-2583994.242703535,-2380217.3961732127,19716165.3030069
26500.741696439167,-110467.35917813155,-1268953.8928328839,155482.84204083274,1549005.5221014626,-644293.4245680275,-86099.52777960662,-57314.918620901735,-26745.875379851735,-194851.20705449022,-217486.9167407121,1553001.392735459
-8934.12643927933,3036.715486158914,-28731.5385553549,9679.12045976989,36851.99674408007,-20083.676139128398,-3610.2410830945146,-757.2456379104169,4113.492231687665,-5594.557679675482,-5906.466163203819,39275.404983828514
133966.47399435675,401537.781975885,-11341808.760656573,1084811.143889681,13857902.667816026,-7296634.761994901,750406.8259556377,-974609.6553608336,-800022.218928266,-1236390.6793696203,215026.13604116064,7057180.131377974
66200.08715003353,-299751.7382717377,-3492516.1902592317,432320.7397791184,4264308.683237018,-1777650.193398696,-237475.962827797,-157706.97340422092,-70132.33943371291,-537090.1012169949,-598772.6274478567,4275088.637280192
73051.55271610178,-295755.79594288685,-3397270.3393298965,414654.72775816085,4146602.290770464,-1725086.2213845009,-228736.04491075847,-154029.3389701796,-73033.30665957992,-520969.32980587956,-580119.0201764253,4150628.8732211553
-2993.7559185337436,-6186.59833422879,-132453.57591302908,19398.324123438244,162670.41012004076,-72809.73240180363,-7559.240627067582,-6433.947024963021,-849.5007897510458,-20320.652755112682,-20134.29519158402,154252.35861292374
681.9813782765893,-23483.082943176953,-294392.2457614297,39814.18832397047,360797.57420482114,-151382.19563123593,-22644.431769065737,-12291.805981304698,-3202.625236488019,-46116.293415021224,-52444.02686537,368413.62961362785
1382142.7090320154,-5712395.069110613,-62358776.95120974,7656991.5838327985,76106651.27649055,-31352666.48280603,-4491313.79948212,-2738477.3289857814,-1240774.8856848953,-9658641.907203311,-11066909.46325885,77508557.38891277
-2887.1603430277414,-7515.393715987141,-117430.60052231472,17885.942582964042,144571.75731051937,-62248.23163785942,-9583.028970542317,-4696.306508387595,181.894356299528,-18715.44738665334,-21119.138398295174,148037.67615445782
93216.10547663676,-367292.2766013148,-4426536.121600761,536786.2125967254,5403132.599454539,-2267731.325072483,-278680.903568079,-206604.92034085176,-102013.48206361748,-672442.709952345,-728389.2348743596,5321221.376294432
87321.64254257592,-393212.9749105939,-4397592.660411505,545520.5496138403,5368888.249380464,-2221025.385062026,-314111.7783841214,-193925.5691144156,-84155.31541144417,-680955.2001994039,-775410.6745292938,5450977.622445493
876.4403138658196,-6603.489138738626,-129646.39121843313,16054.83780292996,158550.74811758462,-70880.94169853626,-4931.390012771064,-7045.475489552618,-3498.7021719950335,-18760.36373352556,-16583.03974715938,140922.13851788692
72813.33260510072,-288383.77193839615,-3365083.0073764604,409120.72249747545,4107229.202162363,-1713849.8003134134,-220957.0031395824,-154289.9932769826,-74742.63837176331,-514112.6613477699,-566738.4135936222,4086344.7392598786
-11888.341342646632,4971.095075238241,-25378.66813863421,11010.991046137015,33802.052068284574,-20061.12942732672,-4340.270397735033,-94.4982076867416,5384.120609934651,-5278.17988186532,-5410.724282935644,36625.47022547332
20722.663602062636,-81153.01664053406,-980755.2441264017,118867.52088576411,1197157.2083486456,-502645.9320787471,-61559.10701987716,-45829.28160506294,-22721.81041682969,-148911.48237466015,-161082.73929749892,1178064.71120421
76952.58464424795,-180042.79381156797,-4197175.184544705,471202.8201969538,5124604.749934721,-2336511.3598644095,-79410.48721275362,-252096.0823796817,-165494.2959300439,-576071.4106255502,-428167.919591317,4215937.796753786
39794.29917340177,-165905.02378138137,-1920273.3119266469,235209.89160673512,2344083.7238310818,-976391.7698817507,-129070.32824207403,-87140.52943681611,-40758.8947579182,-294504.7339474609,-327404.64841565344,2344647.492772306
8751.77827165595,30560.01846022393,-909593.0886977303,89118.30685622481,1111711.1909884703,-583181.9405112978,56566.25508127077,-77083.72506112342,-61842.37198166347,-100546.78540872833,12326.325982944447,581601.7588314111
1712022.612353138,-6006593.453925696,-82593983.45482248,9801540.35929008,100817941.0047862,-43253017.70940828,-4244349.25686975,-4145516.573164333,-2271513.776706347,-12226779.840728981,-12237628.858086566,95009038.5072584
-5352.943798478091,2462.364671463122,-8810.52357915597,4622.581899061833,11794.0341310099,-7726.543388056919,-1487.9852005123255,-119.32736759270651,2493.986659119207,-2039.263836627343,-2067.1120566125032,12949.183687394621
-2795.9589262121003,-10027.018265772318,-161413.07461920983,23665.824638802893,198062.88749737493,-85985.08597537184,-11448.998643175297,-7184.422768950716,-484.1944087310053,-25446.981087511715,-27687.332004266937,198018.7538279454
65990.31729649335,-268736.72306062805,-3162160.5866406714,385721.1684315388,3859935.1712681786,-1612896.5078342417,-206920.22396464032,-145214.7658218706,-69511.55134363058,-483041.96884468646,-531322.9205815052,3836093.2360649747
128569.8539221733,-498548.5299842074,-5977195.386773468,723466.5263441737,7295473.696749313,-3059408.4388044504,-377205.6117972044,-278713.4225679653,-138482.01330990315,-908115.4283676915,-985078.4984756216,7190016.443261824
440216.9708393042,-1739067.2315071782,-20278589.295636192,2464340.7555299676,24750374.674808804,-10326876.47634658,-1331100.1217952457,-929949.9370670347,-451042.788232828,-3098024.0590178207,-3415229.9652652717,24624430.76443994
75593.62931115051,-310395.87869799417,-3430484.2380275885,420519.5945523059,4186970.656906478,-1729020.4045836625,-243180.63912278198,-151800.38097604082,-69746.5103140702,-529952.264610582,-602955.4572544884,4245732.052770103
128626.61599313364,-511910.14910447947,-5934408.01020122,722189.7487065723,7243115.5611112695,-3018744.93718668,-393233.1450568631,-271024.77211946424,-130472.35607290384,-907860.322167452,-1004577.5946364079,7222478.950262086
159368.90697048637,-601199.7132142986,-7503328.602245215,902879.8676447737,9158425.754866648,-3867842.169318744,-446644.360894901,-358051.3648333547,-183691.2709383047,-1131078.7924742773,-1198429.521695696,8905172.381916262
240354.03558128508,256184.83241297246,-17598170.67032461,1759509.5099233135,21497749.36472837,-10915795.035701413,767348.7989149129,-1391529.5691182283,-1097050.5986079306,-2050004.1272160946,-230994.13465822669,12734076.468233459
3394.303310054789,-15408.7816613186,-179314.75153348717,22176.91102218838,219020.18902612815,-91242.96052182894,-12308.513590556668,-8041.150253923597,-3675.152790243945,-27570.351876102588,-30811.537828718265,219795.6413256149
-11619.046698338181,5521.045005200048,-17167.81328808565,9835.990713990865,23084.784985048223,-15748.726625291285,-3003.4749909518628,-249.8219911367384,5573.968699754317,-4157.55841655845,-4170.729161109938,25687.36508672152
36319.10024108122,-71222.06242513051,-2044367.3406854202,225896.28068943045,2496266.0700643733,-1156297.7855189089,-20691.754007853797,-128272.36259634203,-87288.6755068064,-274604.06007791153,-182985.60595270095,1972695.0669425218
85269.5681108229,-188896.94130511643,-4668041.110813148,521199.283866676,5699555.236422732,-2611238.582795359,-75529.61910202213,-284275.5603353651,-189003.22005510613,-636394.7154949165,-458063.1370517548,4631567.067461426
143523.18710280664,-509210.1893014616,-7094399.860068739,842866.9594985378,8660313.40687271,-3722436.6856748573,-359741.65764378296,-357580.50705745845,-195529.79714901632,-1048869.5873309327,-1043953.2461200668,8138228.726249573
12278283.007814053,-49656754.09749763,-559022270.3729813,68298846.62370154,682276704.1423165,-282784678.70664895,-38556031.79519173,-25070151.294770982,-11751328.979361942,-86022026.07883032,-96796768.19596705,687192871.9905388
400274.6177278277,-1519722.2928643266,-18842306.264402088,2269965.9023340708,22998561.79222197,-9701830.142802102,-1132920.060001003,-895693.4768570183,-456754.2833769439,-2844188.7110418617,-3025562.1779247923,22413434.065640878
6223.789081036131,-26382.96554645686,-292800.60372043884,36037.86491620799,357570.5676311206,-147694.97389822867,-21030.455512393386,-12829.286339607368,-5905.9351472584085,-45212.19359459773,-51449.256236812755,362749.7508729862
574019.9475108205,-2077062.9276948741,-27340179.519156422,3263453.348302438,33371697.02908343,-14219312.584473256,-1501580.5198693972,-1342884.453515997,-716554.2752669709,-4079369.338704619,-4188219.1603608923,31883752.106044978
32496.00462098966,-91197.42150190691,-1688801.6029018238,193632.89750754504,2061773.747215215,-919360.2501680743,-52434.85544981355,-95225.02232800075,-59105.35703548164,-238593.29277935502,-201380.08256257308,1788291.0154230918
-1601.8200978351204,276.85315574368394,-8775.87548196134,2176.3854203561345,11094.171162906234,-5541.385748455768,-904.8136040627863,-297.7216581948756,601.9155129211202,-1560.0223831137466,-1678.5881050365263,11409.343430207378
34767.251142145346,-148793.8563610821,-1740926.2494368698,213836.368946289,2125380.3033409775,-886926.2300042931,-116227.04913141474,-79265.20341298515,-36709.288272780745,-266832.8149358303,-295570.8383853737,2121778.448163433
163389.5854281909,-637076.5341202506,-7580920.586622102,918605.2017809516,9252841.203257423,-3875028.93224988,-483594.59078511054,-351929.4193996562,-173721.22052328166,-1153500.3699365726,-1256741.333099957,9142406.72243438
38136.3516681893,-163986.1198940489,-1920165.827472434,235990.86416594716,2344231.7211402096,-978393.9201878426,-128188.14817561166,-87426.09957464057,-40397.86225507469,-294311.84865627624,-325985.6482253503,2340127.541507827
105182.75372452717,-425294.79882401606,-4852575.411776201,592353.3544282444,5922724.658940539,-2461011.1897565103,-329259.65331182384,-219283.82285074925,-103667.40978493149,-744942.67627548,-832294.5587202635,5940195.046671515
798.5485851511445,-25144.78662605951,-333812.67078742984,44828.13556861266,408501.24065294425,-173423.8149570957,-23283.85697290604,-14947.895097529357,-4056.320002863346,-51962.670516138875,-57400.67856454781,409535.87162593746
90232.00574352653,-382950.138221844,-4355154.2704257,535382.8960087401,5316319.993118788,-2207080.572271291,-300392.22068572696,-195345.439900111,-89243.63230904276,-670543.1405861952,-753418.0239926851,5351925.518500941
40262.948799684615,-199109.12312897263,-2318281.5265935385,289983.09002272267,2831235.645912016,-1179645.5225051295,-160822.11198852403,-103750.39022532447,-43709.87037292193,-357835.800434893,-401504.2006634939,2850757.1818967317
4026.908041893621,-15063.516219503754,-213913.98649339785,25622.945971310615,261204.78679877706,-112513.69578059042,-10885.900513506773,-10792.956974868168,-5793.050650000919,-31655.132065232618,-31467.97319398932,245360.78646355425
-1298.7265817711948,-1408.651383450147,-29038.876490295428,4727.725190459607,35828.096301373014,-15899.176878086224,-2282.413463539,-1223.592938716732,222.20728323348635,-4669.76849846964,-5127.603028791945,36211.94741089918
83877.6690020756,-348645.79115632747,-3900254.3132487466,478557.881259708,4760574.480697938,-1970401.165469239,-273153.6695222442,-173656.36229376227,-79669.34525417289,-601633.1049979478,-680786.6146103492,4812052.110794998
9664.147719942188,-38869.922210564364,-454697.4261550782,55371.86467337012,555055.5959074093,-231658.756032344,-29973.9897471668,-20825.60948278079,-10084.857289346639,-69486.56056629079,-76649.47331795149,552447.1347838903
124335.72710230277,-482823.27248424507,-5830157.538525512,705476.4206161477,7116144.183249969,-2987951.4337653634,-364738.5654746299,-272849.3056456072,-135941.79554807625,-884785.4623227622,-956233.4527089541,6998612.216160573
733307.076329036,-2914907.766769764,-33715326.75112948,4102657.6153398626,41149982.52712733,-17143506.706249747,-2239060.57200129,-1538273.2684315047,-740123.9521661805,-5159467.584690244,-5715071.025148794,41057360.07265516
62239.16638848772,-261239.43399813585,-2891791.353882145,355520.51325433026,3529756.9075204968,-1457883.4811530781,-205756.40052767048,-127744.87036710542,-57914.319195457356,-447069.89810060494,-509097.44307325676,3581818.8074864447
4016.8394069117176,-16099.107313442286,-238316.69535909462,28713.595613150163,291058.9467320248,-126094.05886067523,-11689.39801800604,-12165.82897626766,-6418.063633598432,-35160.61444890857,-34389.38843174355,271262.77561806113
44005.09316363684,-167408.6432774651,-2067718.1254306566,249241.1938948559,2523830.8048562817,-1063933.4552184232,-125113.97506962014,-98078.34543301513,-49897.89733520517,-312361.977774685,-333083.265607401,2462991.371173759
7905.629775938425,-42007.441965372374,-575525.7945689404,71579.18731799738,703191.4021832844,-300967.89012505236,-33088.51682788695,-27868.53432732421,-12729.566290919265,-86687.6194203227,-89802.06082443411,676555.5821429122
695151.497766372,-2736322.0696688443,-32023581.15302522,3888906.723513522,39085330.385854945,-16319149.694261674,-2090542.5887412531,-1472080.9330775584,-716818.6043058371,-4888461.2553538,-5377017.688221113,38835046.93623406
-7125.942593704233,2933.800422029624,-19135.052841242068,7132.271591082176,24671.581671361146,-14387.033092188476,-2207.6097085505726,-639.3856094638484,3224.8635389748383,-3854.5078666398063,-3807.4323570460347,25390.86980740917
6398.29623131563,-31216.596902922687,-389278.49032354273,48339.47071541856,475468.3704553524,-200516.45629381947,-24803.084703312605,-18121.456040722824,-8132.2593651829575,-59365.38815171253,-64223.06839242755,468624.5527092278
37753.22328601322,-145859.4241841053,-2332353.8441994004,278747.8612056604,2848661.0536834844,-1247137.5720992205,-101167.87533985273,-122844.10054315664,-66931.44950041163,-339803.3110990114,-318052.96513765166,2596472.2566237524
558842.8476097425,-2279179.4695531526,-25934730.48252893,3170470.1306602843,31654649.99793681,-13145854.5903923,-1769298.078754764,-1169062.3144007472,-548247.721515915,-3985056.0888328585,-4461986.62589484,31790863.361235566
-1553.0011065141482,8018.316958493545,-116706.7628192801,12432.698946470984,143076.53050646588,-79198.53401528952,9749.651966223058,-10704.192917385335,-7817.808011150998,-12270.853668239677,5390.326677041501,62708.380020668206
-3395.0553547063378,-6435.024415939904,-116538.93445295331,17952.08753381926,143260.89810225667,-62938.64321315324,-8497.744159845512,-5141.357578652699,317.4334201278481,-18571.223095343663,-20159.17254411192,143503.91267098693
9936.902112921625,-13048.518786236304,-698781.7282083051,76074.2029579689,853618.48967115,-407622.34273683914,3867.370060266264,-47221.82935236789,-33135.64575868434,-90366.18988836466,-46798.879591529214,624610.6983599482
14787.489206250313,-61750.35942500979,-698003.834583895,85677.17036862357,852068.977176843,-353319.17403801164,-48483.45885017267,-31218.702582813778,-14403.308002923597,-107494.30056424685,-121078.78827158792,858935.352127278
12701.270101619415,-55003.496638427445,-603361.9273464014,74125.56133211481,738503.8552544694,-303253.1551072536,-46129.49831728643,-24853.208002679617,-12664.529291350527,-92651.96611315354,-105905.81535679576,752308.0537772937
42437.08412725536,-170110.5887714284,-1995898.795802787,242932.74029454248,2436190.8412102456,-1017529.1794415242,-130586.13278096024,-91690.83575635689,-44291.509268765534,-304812.77685448894,-335361.3442650604,2421266.880758226
762261.324814014,-3146945.1604191903,-34975952.98421939,4289235.455971608,42688733.84545827,-17647823.28029942,-2463634.6920018247,-1552994.60243603,-712240.7059858515,-5399786.91592072,-6127911.755741942,43222485.66897236
208238.51356975373,-834746.3068864082,-9561234.174279444,1165506.220359284,11669606.073479028,-4852680.362921364,-644205.8885870066,-433453.48905504134,-206391.01286164369,-1466226.1722463083,-1633692.6791459944,11684435.050525669
-6353.741122378557,2988.9554867765873,-9866.371317172452,4954.32016310662,15301.970380075812,-8580.491635355322,-4024.3710485589036,1441.0083585361294,1934.763571436898,-1429.313353069772,-980.3716592052461,15986.499833739032
92632.84035756257,-391477.08621965296,-4565407.236057294,560014.9200655099,5573288.047513066,-2324615.399060042,-304957.9478029701,-207821.66009523763,-96666.63878766983,-699726.875987925,-775611.598557901,5565492.503732659
-19401.656223782073,335646.7392784733,-804811.9712681739,14465.23515279235,987349.6697135369,-857450.8601834353,384191.4055496847,-169843.2322732432,-176302.15450414573,21833.18436565879,486165.04148827534,-987027.0317813165
-1006.5672254125268,-2350.0429774443187,-37657.31938097903,5711.39158027565,46433.013858382015,-20092.162262904953,-3091.75232437233,-1518.5917840209186,-24.948343505806978,-5981.352572513109,-6714.924813096585,47343.46183300852
1354.1917266388405,-15612.500117920656,-191517.12242406467,25241.898506568385,234370.28482301036,-98259.54230275546,-14094.852765948566,-8316.818742036476,-2655.573493222339,-29866.77259248253,-33814.563962917055,237970.75319069548
-5647.920679960961,-2210.0358511682607,-71179.26244211145,13341.802867931503,88238.21445418189,-40129.03420196929,-6284.887299880104,-2791.9320928435764,2040.6590990210339,-11855.07932143578,-13143.183100392062,90919.04828619989
113367.96644102884,-460770.5431448063,-5236841.3155399,639908.3656944841,6391782.879977726,-2653872.1668309686,-357592.93802248815,-235985.54375945596,-110904.41986162086,-804706.381660136,-901359.6096801932,6420620.526310474
-6489.232917859786,1731.030542320375,-26266.353382366848,7659.829550060621,33729.10414537202,-17342.136434305896,-3408.9442720034385,-567.0468344166796,2673.958510381754,-4758.814303525213,-5099.201690899148,35557.7558351292
88846.7955909204,-338761.87959271384,-4185723.3927099076,504697.4107473766,5109056.968410944,-2153905.1378404493,-253217.66151539408,-198548.13562263575,-100855.01701421684,-632330.2093627411,-674214.637304813,4985710.64452316
13097.931568108084,-50349.94649227894,-622668.9769058177,75202.49842077991,760072.7299143914,-320460.69842172856,-37837.46405313908,-29522.66953781699,-14936.748381015605,-94108.26238699524,-100444.82652984104,742170.286872004
4510.840826662917,4132.277916355588,-401771.77467479487,41418.279526137994,490957.28647091996,-247233.64278388972,14670.652530222009,-30961.59158475836,-23568.32457399536,-47837.804378408706,-9177.679064099028,303085.6271515516
77304.68567624588,-318700.45540931326,-3522748.6870648316,432064.1348550726,4299628.761508007,-1775567.1777747832,-249964.31645094088,-155849.4514532849,-71417.61052176896,-544306.4790504823,-619454.8038464081,4360814.448793172
67219.35848793962,-267281.09430457966,-3137991.8187557985,381541.3051568859,3830136.2665748987,-1599999.4021755983,-204702.7734363107,-144342.95615199575,-70001.74977193063,-479013.21159664815,-526489.1895304826,3804278.711750307
54645.91524406996,-263373.6550612766,-2931871.131127985,366299.947940953,3583159.593856297,-1478568.9042246118,-217562.68023842783,-125519.82662134642,-54307.995754587035,-454345.04409186024,-520596.35102723766,3655128.9326440846
88358.35353008831,-371253.2162787931,-4252931.024386205,521854.66588994995,5191475.455985227,-2158335.2597684003,-290007.66576691327,-191803.8025324261,-88615.61281875019,-653650.1420061348,-731041.6969931228,5211399.9906879505
-8393.496502489603,10597.819593385771,-161940.44595890478,22492.183922530134,199573.6281403175,-108937.18872109082,7829.6924466107785,-13158.392665136,-5746.866391745803,-19448.41110942114,48.03426145287279,110867.62964791506
10264323.359126495,-42121036.02466295,-464309288.7332101,56919018.832293935,566672578.9764814,-233902180.82284543,-32982685.143513203,-20531073.044608455,-9406469.817563469,-71766431.90489635,-81759413.79182582,575070501.6364557
2292071.369593265,-9255960.865833182,-104472000.87995258,12759224.572138254,127506601.82193291,-52874364.21300397,-7179903.694723012,-4693013.887540671,-2205339.6243918524,-16067602.606926916,-18053118.328305062,128309482.48146018
632584.3101488969,-2417793.687185145,-29636596.121813394,3575632.311925172,36173439.401036635,-15229473.20269743,-1811176.1698974753,-1399949.551702078,-708058.3815630146,-4483178.554606712,-4800459.324888499,35384992.65193331
248355.49811512147,-974650.0271394519,-11481912.16872201,1393259.0753040651,14014013.836494349,-5858269.674990967,-742923.2859028773,-529871.6505706088,-259336.25286786276,-1750541.4010392434,-1918356.5711844605,13894021.88416308
27619.16503056397,-141172.3953788271,-1741165.2179748607,217584.63978868464,2126803.9117459594,-895102.9954880796,-113315.5483789049,-80261.60126426978,-34651.183094407825,-266464.0385196401,-290737.19536795275,2107002.627374512
-6593.02424239944,1536.8273640130408,-30797.155338649474,8419.910236087613,38889.654282191696,-19892.645469719257,-3254.458813521413,-1099.1212047586243,2857.199045542798,-5627.591148348527,-6033.944216210989,40592.00743592122
52684.60162064571,-239885.81466805562,-2691979.505790544,334291.31131479645,3286733.4762731944,-1360484.202195512,-192055.24102013506,-118822.03043411813,-51396.62943822741,-416768.1618133697,-474104.5695298007,3335205.299447603
534922.8593591534,-2210505.9833985437,-24686416.776106544,3026926.6529485993,30130658.52597615,-12467676.447673904,-1729160.8536325998,-1099118.1797812446,-505218.2929320589,-3808193.542320002,-4311049.051858726,30462528.839906756
24444.27953140804,-104796.33092304185,-1169829.6869000366,144125.54647945077,1428079.348862621,-590710.4889701834,-82924.4165423796,-51799.01168958541,-23354.339252282152,-180752.0769350696,-205259.0068124472,1446983.0370257122
1184931.2347816562,-4896500.4906335,-54027205.09562519,6629423.5410905015,65939924.175127044,-27221562.602454945,-3840396.201174169,-2388291.4438703996,-1089526.5701773404,-8352246.227076252,-9515776.544655653,66923373.850951836
-7833.39237193058,1711.9647609998415,-36873.20002866419,9997.407253647083,46894.229082785896,-23624.48111343782,-4370.305884223232,-1013.7679164040607,3286.93924600434,-6626.580213224276,-7152.822207604409,49305.441332119335
53413.70740435007,-214720.25789269948,-2530471.443467588,308070.99978120765,3088742.394821196,-1291086.9189697409,-164806.7662156757,-116505.96617354616,-56237.42883691206,-386247.49463017687,-424076.4174761917,3066289.1367892236
124463.1492852866,-172895.58102644418,-7421558.237660977,801874.2238623144,9062984.095531909,-4292559.437985891,18079.531748400015,-494007.81546890724,-350859.59147493506,-965954.4891440802,-531747.5141179282,6742639.992749172
322058.97847579455,-1260722.1782144343,-14885015.465656068,1805337.1495735177,18167560.678622253,-7597722.198431684,-959764.5964495481,-687925.087544785,-337569.4066593934,-2268255.4405655395,-2482240.0282053575,17997154.65773729
682.9467957597632,-3818.858697986339,-44727.589966663494,5574.996059834299,54794.34627307534,-22930.138900207054,-3254.0481835360774,-1955.143508590801,-889.4188357998905,-6944.7516724096,-7795.695664872385,55130.36069372185
215815.5795748308,-880614.5447042113,-9815752.655474337,1201448.7575981286,11980000.458418421,-4955690.824694499,-687036.5806601617,-437183.44918796775,-202616.3554142235,-1513727.4630165137,-1713575.2926551881,12110578.006371982
451869.46191290725,-1882075.6781186282,-20687172.090284783,2541867.0375431334,25249098.269789908,-10415084.89039563,-1480550.2540604244,-911403.9197977517,-412608.314411644,-3201463.7050197595,-3657175.253267264,25668660.253304932
16149.19211806815,-87436.19275616559,-1027806.2188148488,129704.69977714386,1255519.9923350948,-523773.6616921951,-71889.31895631923,-45885.19690586672,-18450.833483610604,-158965.21912111732,-178517.56638294627,1265730.6418003552
47187.39091132949,-171954.02609845524,-2276038.7165344637,271863.13738532463,2778244.521130276,-1184775.954151764,-124469.67514402828,-112024.9798845814,-59715.376375492066,-339450.8016409355,-347777.5449817937,2651502.473099297
